M49_code,Region,Country_name,Item_description,Birth_rate_%,Take_off_rate_%,Average_live_weight_KG_GR/AN,Average_carcass_weight_KG_GR/AN,Carcass_weight_as_%_of_live_weight,Yield_per_animal_KG,Offals_content_of_live_weight_%,Fats_content_of_live_weight_%,Average_fresh_weight_per_piece_KG_orGR,Hides_content_of_live_weight_%
4,Asia,Afghanistan,Cattle,NA,35.0,230.0,122.0,53.0,NA,NA,NA,NA,NA
4,Asia,Afghanistan,Sheep,NA,50.0,32.0,15.0,48.0,NA,NA,NA,NA,NA
4,Asia,Afghanistan,Goats,NA,63.0,33.0,16.0,49.0,NA,NA,NA,NA,NA
4,Asia,Afghanistan,Chickens,NA,236.0,1080.0,800.0,74.0,NA,NA,NA,NA,NA
4,Asia,Afghanistan,Camels,NA,NA,360.0,180.0,50.0,NA,NA,NA,NA,NA
4,Asia,Afghanistan,"Offals of Cattle, Edible",NA,NA,NA,NA,NA,21.0,9.3,NA,NA,NA
4,Asia,Afghanistan,"Offals of Sheep, Edible",NA,NA,NA,NA,NA,3.2,9.8,NA,NA,NA
4,Asia,Afghanistan,"Offals of Goats, Edible",NA,NA,NA,NA,NA,3.2,9.5,NA,NA,NA
4,Asia,Afghanistan,"Offals of Camel, Edible",NA,NA,NA,NA,NA,27.0,7.5,NA,NA,NA
4,Asia,Afghanistan,Fat of Cattle,NA,NA,NA,NA,NA,3.1,NA,1.3,NA,NA
4,Asia,Afghanistan,Fat of Sheep,NA,NA,NA,NA,NA,0.9,NA,2.7,NA,NA
4,Asia,Afghanistan,Fat of Goats,NA,NA,NA,NA,NA,0.6,NA,1.8,NA,NA
4,Asia,Afghanistan,Fat of Camels,NA,NA,NA,NA,NA,12.0,NA,3.5,NA,NA
4,Asia,Afghanistan,"Cattle Hides, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,20.0,8.7
4,Asia,Afghanistan,"Sheepskins, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,2.5,7.6
4,Asia,Afghanistan,"Goatskins, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,2.5,7.4
4,Asia,Afghanistan,"Camel Hides, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,30.0,8.3
8,Europe,Albania,Bovins,NA,35.0,196.0,105.0,53.0,NA,NA,NA,NA,NA
8,Europe,Albania,Ovins,NA,63.0,17.0,8.5,48.0,NA,NA,NA,NA,NA
8,Europe,Albania,Caprins,NA,45.0,24.0,9.2,38.0,NA,NA,NA,NA,NA
8,Europe,Albania,Porcins,NA,262.0,57.0,45.0,78.0,NA,NA,NA,NA,NA
8,Europe,Albania,Poules,NA,217.0,809.0,608.0,75.0,NA,NA,NA,NA,NA
8,Europe,Albania,"Abats Comestibles,Bovins",NA,NA,NA,NA,NA,13.0,6.6,NA,NA,NA
8,Europe,Albania,Abats Comestibles Ovins,NA,NA,NA,NA,NA,2.8,15.0,NA,NA,NA
8,Europe,Albania,Abats Comestib de Chèvre,NA,NA,NA,NA,NA,3.0,12.0,NA,NA,NA
8,Europe,Albania,Abats Comestibl. de Porc,NA,NA,NA,NA,NA,3.0,5.2,NA,NA,NA
8,Europe,Albania,Graisse de Bovins,NA,NA,NA,NA,NA,4.5,NA,2.3,NA,NA
8,Europe,Albania,Graisse d'Ovins,NA,NA,NA,NA,NA,0.5,NA,2.8,NA,NA
8,Europe,Albania,Graisse de Caprins,NA,NA,NA,NA,NA,0.3,NA,1.4,NA,NA
8,Europe,Albania,Graisse de Porc,NA,NA,NA,NA,NA,3.0,NA,5.2,NA,NA
8,Europe,Albania,Peaux Fraîches de Bovins,NA,NA,NA,NA,NA,NA,NA,NA,22.0,11.0
8,Europe,Albania,Peaux Fraîches d'Ovins,NA,NA,NA,NA,NA,NA,NA,NA,2.5,14.0
8,Europe,Albania,Peaux Fraîches Caprins,NA,NA,NA,NA,NA,NA,NA,NA,2.2,9.0
12,Africa,Algeria,Bovins,NA,45.0,319.0,166.0,52.0,NA,NA,NA,NA,NA
12,Africa,Algeria,Ovins,NA,58.0,32.0,16.0,49.0,NA,NA,NA,NA,NA
12,Africa,Algeria,Caprins,NA,32.0,20.0,10.0,50.0,NA,NA,NA,NA,NA
12,Africa,Algeria,Porcins,NA,55.0,60.0,40.0,66.0,NA,NA,NA,NA,NA
12,Africa,Algeria,Poules,NA,230.0,1300.0,1000.0,76.0,NA,NA,NA,NA,NA
12,Africa,Algeria,Dindons,NA,101.0,6700.0,5000.0,74.0,NA,NA,NA,NA,NA
12,Africa,Algeria,Lapins,NA,500.0,1600.0,1000.0,62.0,NA,NA,NA,NA,NA
12,Africa,Algeria,Chevaux,NA,NA,259.0,129.0,50.0,NA,NA,NA,NA,NA
12,Africa,Algeria,Chameaux,NA,NA,459.0,173.0,37.0,NA,NA,NA,NA,NA
12,Africa,Algeria,"Abats Comestibles,Bovins",NA,NA,NA,NA,NA,25.0,7.8,NA,NA,NA
12,Africa,Algeria,Abats Comestibles Ovins,NA,NA,NA,NA,NA,2.0,6.2,NA,NA,NA
12,Africa,Algeria,Abats Comestib de Chèvre,NA,NA,NA,NA,NA,2.0,10.0,NA,NA,NA
12,Africa,Algeria,Abats Comestibl. de Porc,NA,NA,NA,NA,NA,4.0,6.7,NA,NA,NA
12,Africa,Algeria,Abats Comestibl Chameau,NA,NA,NA,NA,NA,25.0,5.4,NA,NA,NA
12,Africa,Algeria,Graisse de Bovins,NA,NA,NA,NA,NA,3.3,NA,1.0,NA,NA
12,Africa,Algeria,Graisse d'Ovins,NA,NA,NA,NA,NA,0.4,NA,1.2,NA,NA
12,Africa,Algeria,Graisse de Caprins,NA,NA,NA,NA,NA,0.3,NA,1.5,NA,NA
12,Africa,Algeria,Graisse de Porc,NA,NA,NA,NA,NA,8.0,NA,13.0,NA,NA
12,Africa,Algeria,Graisse de Chameau,NA,NA,NA,NA,NA,5.0,NA,1.1,NA,NA
12,Africa,Algeria,Peaux Fraîches de Bovins,NA,NA,NA,NA,NA,NA,NA,NA,20.0,6.3
12,Africa,Algeria,Peaux Fraîches d'Ovins,NA,NA,NA,NA,NA,NA,NA,NA,2.5,7.7
12,Africa,Algeria,Peaux Fraîches Caprins,NA,NA,NA,NA,NA,NA,NA,NA,2.0,10.0
12,Africa,Algeria,Peaux Fraîches de Cheval,NA,NA,NA,NA,NA,NA,NA,NA,18.0,6.9
12,Africa,Algeria,Peaux Fraîches Chameau,NA,NA,NA,NA,NA,NA,NA,NA,30.0,6.5
12,Africa,Algeria,Peaux de Lapin,NA,NA,NA,NA,NA,NA,NA,NA,400.0,25.0
16,Ocenia,American Samoa,Cattle,NA,20.0,300.0,150.0,50.0,NA,NA,NA,NA,NA
16,Ocenia,American Samoa,Pigs,NA,58.0,75.0,50.0,66.0,NA,NA,NA,NA,NA
16,Ocenia,American Samoa,Chickens,NA,83.0,1100.0,800.0,72.0,NA,NA,NA,NA,NA
16,Ocenia,American Samoa,"Offals of Cattle, Edible",NA,NA,NA,NA,NA,25.0,8.3,NA,NA,NA
16,Ocenia,American Samoa,"Offals of Pigs, Edible",NA,NA,NA,NA,NA,3.0,4.0,NA,NA,NA
16,Ocenia,American Samoa,Fat of Cattle,NA,NA,NA,NA,NA,5.0,NA,1.7,NA,NA
16,Ocenia,American Samoa,Fat of Pigs,NA,NA,NA,NA,NA,2.0,NA,2.7,NA,NA
16,Ocenia,American Samoa,"Cattle Hides, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,25.0,8.3
24,Africa,Angola,Bovins,70.0,15.0,300.0,150.0,50.0,NA,NA,NA,NA,NA
24,Africa,Angola,Ovins,75.0,22.0,33.0,15.0,45.0,NA,NA,NA,NA,NA
24,Africa,Angola,Caprins,80.0,30.0,33.0,15.0,45.0,NA,NA,NA,NA,NA
24,Africa,Angola,Porcins,70.0,54.0,81.0,65.0,80.0,NA,NA,NA,NA,NA
24,Africa,Angola,Poules,NA,123.0,1200.0,900.0,75.0,NA,NA,NA,NA,NA
24,Africa,Angola,"Abats Comestibles,Bovins",NA,NA,NA,NA,NA,24.0,8.0,NA,NA,NA
24,Africa,Angola,Abats Comestibles Ovins,NA,NA,NA,NA,NA,2.0,6.1,NA,NA,NA
24,Africa,Angola,Abats Comestib de Chèvre,NA,NA,NA,NA,NA,1.8,5.5,NA,NA,NA
24,Africa,Angola,Abats Comestibl. de Porc,NA,NA,NA,NA,NA,2.5,3.1,NA,NA,NA
24,Africa,Angola,Graisse de Bovins,NA,NA,NA,NA,NA,5.0,NA,1.7,NA,NA
24,Africa,Angola,Graisse d'Ovins,NA,NA,NA,NA,NA,0.4,NA,1.2,NA,NA
24,Africa,Angola,Graisse de Caprins,NA,NA,NA,NA,NA,0.3,NA,0.9,NA,NA
24,Africa,Angola,Graisse de Porc,NA,NA,NA,NA,NA,3.0,NA,3.7,NA,NA
24,Africa,Angola,Peaux Fraîches de Bovins,NA,NA,NA,NA,NA,NA,NA,NA,22.0,7.3
24,Africa,Angola,Peaux Fraîches d'Ovins,NA,NA,NA,NA,NA,NA,NA,NA,2.0,6.1
24,Africa,Angola,Peaux Fraîches Caprins,NA,NA,NA,NA,NA,NA,NA,NA,1.0,3.0
28,Americas,Antigua and Barbuda,Cattle,NA,17.0,377.0,188.0,49.0,NA,NA,NA,NA,NA
28,Americas,Antigua and Barbuda,Sheep,NA,22.0,26.0,12.0,46.0,NA,NA,NA,NA,NA
28,Americas,Antigua and Barbuda,Goats,NA,31.0,22.0,10.0,45.0,NA,NA,NA,NA,NA
28,Americas,Antigua and Barbuda,Pigs,NA,65.0,74.0,51.0,70.0,NA,NA,NA,NA,NA
28,Americas,Antigua and Barbuda,Chickens,NA,154.0,1500.0,1200.0,80.0,NA,NA,NA,NA,NA
28,Americas,Antigua and Barbuda,"Offals of Cattle, Edible",NA,NA,NA,NA,NA,22.0,5.8,NA,NA,NA
28,Americas,Antigua and Barbuda,"Offals of Sheep, Edible",NA,NA,NA,NA,NA,3.5,13.0,NA,NA,NA
28,Americas,Antigua and Barbuda,"Offals of Goats, Edible",NA,NA,NA,NA,NA,3.0,13.0,NA,NA,NA
28,Americas,Antigua and Barbuda,"Offals of Pigs, Edible",NA,NA,NA,NA,NA,2.0,2.7,NA,NA,NA
28,Americas,Antigua and Barbuda,Fat of Cattle,NA,NA,NA,NA,NA,4.5,NA,1.2,NA,NA
28,Americas,Antigua and Barbuda,Fat of Sheep,NA,NA,NA,NA,NA,0.5,NA,1.9,NA,NA
28,Americas,Antigua and Barbuda,Fat of Goats,NA,NA,NA,NA,NA,0.4,NA,1.8,NA,NA
28,Americas,Antigua and Barbuda,Fat of Pigs,NA,NA,NA,NA,NA,4.0,NA,5.4,NA,NA
28,Americas,Antigua and Barbuda,"Cattle Hides, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,22.0,5.8
28,Americas,Antigua and Barbuda,"Sheepskins, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,3.0,11.0
28,Americas,Antigua and Barbuda,"Goatskins, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,2.5,11.0
32,South America,Argentina,Ganado vacuno,NA,24.0,393.0,187.0,47.0,NA,NA,NA,NA,NA
32,South America,Argentina,Ovinos,NA,18.0,34.0,17.0,49.0,NA,NA,NA,NA,NA
32,South America,Argentina,Caprinos,NA,30.0,13.0,6.6,50.0,NA,NA,NA,NA,NA
32,South America,Argentina,Cerdos,NA,63.0,112.0,90.0,79.0,NA,NA,NA,NA,NA
32,South America,Argentina,Gallinas,NA,511.0,2472.0,1944.0,78.0,NA,NA,NA,NA,NA
32,South America,Argentina,Pavos,NA,228.0,6000.0,5100.0,85.0,NA,NA,NA,NA,NA
32,South America,Argentina,Conejos,NA,602.0,1800.0,1100.0,61.0,NA,NA,NA,NA,NA
32,South America,Argentina,Patos,NA,NA,NA,2600.0,NA,NA,NA,NA,NA,NA
32,South America,Argentina,Gansos,NA,NA,NA,3000.0,NA,NA,NA,NA,NA,NA
32,South America,Argentina,Caballos,NA,NA,434.0,217.0,49.0,NA,NA,NA,NA,NA
32,South America,Argentina,Despojos Comest Vacunos,NA,NA,NA,NA,NA,31.0,8.0,NA,NA,NA
32,South America,Argentina,Despojos Comestib Ovinos,NA,NA,NA,NA,NA,2.3,6.7,NA,NA,NA
32,South America,Argentina,Despojos Comestib Cabra,NA,NA,NA,NA,NA,0.9,6.9,NA,NA,NA
32,South America,Argentina,Despojos Comestibl Cerdo,NA,NA,NA,NA,NA,8.0,7.1,NA,NA,NA
32,South America,Argentina,Despojos de Caballo,NA,NA,NA,NA,NA,27.0,6.2,NA,NA,NA
32,South America,Argentina,Grasas de Vacunos,NA,NA,NA,NA,NA,14.0,NA,3.7,NA,NA
32,South America,Argentina,Grasas de Ovinos,NA,NA,NA,NA,NA,1.1,NA,3.2,NA,NA
32,South America,Argentina,Grasas de Cabra,NA,NA,NA,NA,NA,0.5,NA,3.8,NA,NA
32,South America,Argentina,Grasas de Cerdo,NA,NA,NA,NA,NA,16.0,NA,14.0,NA,NA
32,South America,Argentina,Cueros Frescos Vacunos,NA,NA,NA,NA,NA,NA,NA,NA,30.0,7.6
32,South America,Argentina,Pieles Frescas de Oveja,NA,NA,NA,NA,NA,NA,NA,NA,5.2,15.0
32,South America,Argentina,Pieles Frescas de Cabra,NA,NA,NA,NA,NA,NA,NA,NA,2.5,19.0
32,South America,Argentina,Cueros Frescos d Caballo,NA,NA,NA,NA,NA,NA,NA,NA,30.0,6.9
32,South America,Argentina,Pieles de Conejo,NA,NA,NA,NA,NA,NA,NA,NA,300.0,16.0
51,Asia,Armenia,Cattle,73.0,32.0,265.0,140.0,53.0,NA,NA,NA,NA,NA
51,Asia,Armenia,Sheep,82.0,31.0,33.0,15.0,45.0,NA,NA,NA,NA,NA
51,Asia,Armenia,Goats,80.0,30.0,30.0,13.0,43.0,NA,NA,NA,NA,NA
51,Asia,Armenia,Pigs,1200.0,66.0,91.0,70.0,76.0,NA,NA,NA,NA,NA
51,Asia,Armenia,Chickens,NA,159.0,1631.0,1255.0,76.0,NA,NA,NA,NA,NA
51,Asia,Armenia,Rabbits,NA,51.0,2149.0,1653.0,76.0,NA,NA,NA,NA,NA
51,Asia,Armenia,"Offals of Cattle, Edible",NA,NA,NA,NA,NA,26.0,10.0,NA,NA,NA
51,Asia,Armenia,"Offals of Sheep, Edible",NA,NA,NA,NA,NA,3.3,10.0,NA,NA,NA
51,Asia,Armenia,"Offals of Goats, Edible",NA,NA,NA,NA,NA,2.1,6.8,NA,NA,NA
51,Asia,Armenia,"Offals of Pigs, Edible",NA,NA,NA,NA,NA,11.0,12.0,NA,NA,NA
51,Asia,Armenia,Fat of Cattle,NA,NA,NA,NA,NA,4.5,NA,1.7,NA,NA
51,Asia,Armenia,Fat of Sheep,NA,NA,NA,NA,NA,0.5,NA,1.6,NA,NA
51,Asia,Armenia,Fat of Goats,NA,NA,NA,NA,NA,0.6,NA,2.0,NA,NA
51,Asia,Armenia,Fat of Pigs,NA,NA,NA,NA,NA,5.5,NA,6.0,NA,NA
51,Asia,Armenia,"Cattle Hides, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,19.0,7.2
51,Asia,Armenia,"Sheepskins, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,2.0,6.1
51,Asia,Armenia,"Goatskins, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,2.3,7.7
51,Asia,Armenia,Rabbit Skins,NA,NA,NA,NA,NA,NA,NA,NA,400.0,18.0
36,Ocenia,Australia,Cattle,NA,34.0,431.0,215.0,50.0,NA,NA,NA,NA,NA
36,Ocenia,Australia,Sheep,NA,117.0,38.0,19.0,50.0,NA,NA,NA,NA,NA
36,Ocenia,Australia,Goats,NA,187.0,48.0,25.0,52.0,NA,NA,NA,NA,NA
36,Ocenia,Australia,Pigs,NA,188.0,95.0,66.0,70.0,NA,NA,NA,NA,NA
36,Ocenia,Australia,Chickens,NA,470.0,1750.0,1425.0,81.0,NA,NA,NA,NA,NA
36,Ocenia,Australia,Turkeys,NA,482.0,5500.0,3500.0,63.0,NA,NA,NA,NA,NA
36,Ocenia,Australia,Ducks,NA,NA,NA,2114.0,NA,NA,NA,NA,NA,NA
36,Ocenia,Australia,Horses,NA,NA,560.0,280.0,50.0,NA,NA,NA,NA,NA
36,Ocenia,Australia,"Offals of Cattle, Edible",NA,NA,NA,NA,NA,30.0,7.0,NA,NA,NA
36,Ocenia,Australia,"Offals of Sheep, Edible",NA,NA,NA,NA,NA,2.5,6.4,NA,NA,NA
36,Ocenia,Australia,"Offals of Goats, Edible",NA,NA,NA,NA,NA,2.0,4.2,NA,NA,NA
36,Ocenia,Australia,"Offals of Pigs, Edible",NA,NA,NA,NA,NA,5.7,5.9,NA,NA,NA
36,Ocenia,Australia,Fat of Cattle,NA,NA,NA,NA,NA,13.0,NA,3.0,NA,NA
36,Ocenia,Australia,Fat of Sheep,NA,NA,NA,NA,NA,2.2,NA,5.6,NA,NA
36,Ocenia,Australia,Fat of Goats,NA,NA,NA,NA,NA,2.0,NA,4.2,NA,NA
36,Ocenia,Australia,Fat of Pigs,NA,NA,NA,NA,NA,2.8,NA,3.0,NA,NA
36,Ocenia,Australia,"Cattle Hides, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,24.0,5.8
36,Ocenia,Australia,"Sheepskins, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,4.5,11.0
36,Ocenia,Australia,"Goatskins, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,7.5,15.0
36,Ocenia,Australia,"Horse Hides, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,30.0,5.4
40,Europe,Austria,Cattle,112.0,35.0,545.0,289.0,53.0,NA,NA,NA,NA,NA
40,Europe,Austria,Sheep,NA,80.0,45.0,21.0,47.0,NA,NA,NA,NA,NA
40,Europe,Austria,Goats,NA,104.0,19.0,9.5,50.0,NA,NA,NA,NA,NA
40,Europe,Austria,Pigs,1573.0,138.0,127.0,103.0,81.0,NA,NA,NA,NA,NA
40,Europe,Austria,Chickens,NA,489.0,1642.0,1235.0,75.0,NA,NA,NA,NA,NA
40,Europe,Austria,Turkeys,NA,296.0,11364.0,8436.0,74.0,NA,NA,NA,NA,NA
40,Europe,Austria,Rabbits,NA,139.0,2400.0,1675.0,69.0,NA,NA,NA,NA,NA
40,Europe,Austria,Ducks,NA,NA,NA,2396.0,NA,NA,NA,NA,NA,NA
40,Europe,Austria,Geese,NA,NA,NA,5136.0,NA,NA,NA,NA,NA,NA
40,Europe,Austria,Horses,NA,NA,459.0,229.0,49.0,NA,NA,NA,NA,NA
40,Europe,Austria,"Offals of Cattle, Edible",NA,NA,NA,NA,NA,13.0,2.5,NA,NA,NA
40,Europe,Austria,"Offals of Sheep, Edible",NA,NA,NA,NA,NA,3.4,7.4,NA,NA,NA
40,Europe,Austria,"Offals of Goats, Edible",NA,NA,NA,NA,NA,1.4,7.1,NA,NA,NA
40,Europe,Austria,"Offals of Pigs, Edible",NA,NA,NA,NA,NA,3.7,2.9,NA,NA,NA
40,Europe,Austria,Offals of Horse,NA,NA,NA,NA,NA,15.0,3.3,NA,NA,NA
40,Europe,Austria,Fat of Cattle,NA,NA,NA,NA,NA,23.0,NA,4.2,NA,NA
40,Europe,Austria,Fat of Sheep,NA,NA,NA,NA,NA,0.6,NA,1.3,NA,NA
40,Europe,Austria,Fat of Goats,NA,NA,NA,NA,NA,0.4,NA,2.0,NA,NA
40,Europe,Austria,Fat of Pigs,NA,NA,NA,NA,NA,5.4,NA,4.3,NA,NA
40,Europe,Austria,"Cattle Hides, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,32.0,5.9
40,Europe,Austria,"Sheepskins, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,5.0,10.0
40,Europe,Austria,"Goatskins, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,3.0,15.0
40,Europe,Austria,"Horse Hides, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,17.0,3.9
40,Europe,Austria,Rabbit Skins,NA,NA,NA,NA,NA,NA,NA,NA,400.0,16.0
31,Asia,Azerbaijan,Cattle,NA,16.0,192.0,112.0,58.0,NA,NA,NA,NA,NA
31,Asia,Azerbaijan,Sheep,NA,38.0,38.0,18.0,47.0,NA,NA,NA,NA,NA
31,Asia,Azerbaijan,Pigs,NA,69.0,97.0,71.0,73.0,NA,NA,NA,NA,NA
31,Asia,Azerbaijan,Chickens,NA,91.0,1896.0,1365.0,72.0,NA,NA,NA,NA,NA
31,Asia,Azerbaijan,"Offals of Cattle, Edible",NA,NA,NA,NA,NA,32.0,17.0,NA,NA,NA
31,Asia,Azerbaijan,"Offals of Sheep, Edible",NA,NA,NA,NA,NA,2.0,5.3,NA,NA,NA
31,Asia,Azerbaijan,"Offals of Pigs, Edible",NA,NA,NA,NA,NA,5.0,5.2,NA,NA,NA
31,Asia,Azerbaijan,Fat of Cattle,NA,NA,NA,NA,NA,5.1,NA,2.7,NA,NA
31,Asia,Azerbaijan,Fat of Sheep,NA,NA,NA,NA,NA,0.7,NA,1.8,NA,NA
31,Asia,Azerbaijan,Fat of Pigs,NA,NA,NA,NA,NA,5.0,NA,5.2,NA,NA
31,Asia,Azerbaijan,"Cattle Hides, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,19.0,9.9
31,Asia,Azerbaijan,"Sheepskins, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,2.0,5.3
44,Americas,Bahamas,Cattle,NA,13.0,350.0,170.0,48.0,NA,NA,NA,NA,NA
44,Americas,Bahamas,Sheep,NA,25.0,30.0,14.0,46.0,NA,NA,NA,NA,NA
44,Americas,Bahamas,Goats,NA,35.0,26.0,12.0,46.0,NA,NA,NA,NA,NA
44,Americas,Bahamas,Pigs,NA,62.0,75.0,50.0,66.0,NA,NA,NA,NA,NA
44,Americas,Bahamas,Chickens,NA,168.0,1600.0,1205.0,75.0,NA,NA,NA,NA,NA
44,Americas,Bahamas,"Offals of Cattle, Edible",NA,NA,NA,NA,NA,32.0,9.1,NA,NA,NA
44,Americas,Bahamas,"Offals of Sheep, Edible",NA,NA,NA,NA,NA,3.5,11.0,NA,NA,NA
44,Americas,Bahamas,"Offals of Goats, Edible",NA,NA,NA,NA,NA,3.0,11.0,NA,NA,NA
44,Americas,Bahamas,"Offals of Pigs, Edible",NA,NA,NA,NA,NA,2.5,3.3,NA,NA,NA
44,Americas,Bahamas,Fat of Cattle,NA,NA,NA,NA,NA,4.0,NA,1.1,NA,NA
44,Americas,Bahamas,Fat of Sheep,NA,NA,NA,NA,NA,0.5,NA,1.7,NA,NA
44,Americas,Bahamas,Fat of Goats,NA,NA,NA,NA,NA,0.4,NA,1.5,NA,NA
44,Americas,Bahamas,Fat of Pigs,NA,NA,NA,NA,NA,4.0,NA,5.3,NA,NA
44,Americas,Bahamas,"Cattle Hides, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,21.0,6.0
44,Americas,Bahamas,"Sheepskins, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,3.0,10.0
44,Americas,Bahamas,"Goatskins, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,2.5,9.6
48,Asia,Bahrain,Cattle,NA,53.0,240.0,100.0,41.0,NA,NA,NA,NA,NA
48,Asia,Bahrain,Sheep,NA,24.0,36.0,18.0,50.0,NA,NA,NA,NA,NA
48,Asia,Bahrain,Goats,NA,393.0,30.0,18.0,62.0,NA,NA,NA,NA,NA
48,Asia,Bahrain,Chickens,NA,80.0,1500.0,1094.0,72.0,NA,NA,NA,NA,NA
48,Asia,Bahrain,Camels,NA,NA,320.0,212.0,66.0,NA,NA,NA,NA,NA
48,Asia,Bahrain,"Offals of Cattle, Edible",NA,NA,NA,NA,NA,24.0,10.0,NA,NA,NA
48,Asia,Bahrain,"Offals of Sheep, Edible",NA,NA,NA,NA,NA,3.0,8.3,NA,NA,NA
48,Asia,Bahrain,"Offals of Goats, Edible",NA,NA,NA,NA,NA,2.5,8.3,NA,NA,NA
48,Asia,Bahrain,Fat of Cattle,NA,NA,NA,NA,NA,3.6,NA,1.5,NA,NA
48,Asia,Bahrain,Fat of Sheep,NA,NA,NA,NA,NA,1.0,NA,2.8,NA,NA
48,Asia,Bahrain,Fat of Goats,NA,NA,NA,NA,NA,0.7,NA,2.3,NA,NA
48,Asia,Bahrain,"Cattle Hides, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,20.0,8.3
48,Asia,Bahrain,"Sheepskins, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,2.8,7.8
48,Asia,Bahrain,"Goatskins, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,2.5,8.3
50,Asia,Bangladesh,Cattle,NA,10.0,130.0,60.0,46.0,NA,NA,NA,NA,NA
50,Asia,Bangladesh,Buffaloes,NA,5.1,155.0,74.0,48.0,NA,NA,NA,NA,NA
50,Asia,Bangladesh,Sheep,NA,27.0,15.0,7.1,47.0,NA,NA,NA,NA,NA
50,Asia,Bangladesh,Goats,NA,49.0,14.0,7.0,49.0,NA,NA,NA,NA,NA
50,Asia,Bangladesh,Chickens,NA,98.0,1000.0,726.0,72.0,NA,NA,NA,NA,NA
50,Asia,Bangladesh,Ducks,NA,NA,NA,1000.0,NA,NA,NA,NA,NA,NA
50,Asia,Bangladesh,"Offals of Cattle, Edible",NA,NA,NA,NA,NA,12.0,9.2,NA,NA,NA
50,Asia,Bangladesh,"Offals of Buffalo,Edible",NA,NA,NA,NA,NA,16.0,10.0,NA,NA,NA
50,Asia,Bangladesh,"Offals of Sheep, Edible",NA,NA,NA,NA,NA,1.2,7.8,NA,NA,NA
50,Asia,Bangladesh,"Offals of Goats, Edible",NA,NA,NA,NA,NA,2.0,14.0,NA,NA,NA
50,Asia,Bangladesh,Fat of Cattle,NA,NA,NA,NA,NA,2.0,NA,1.5,NA,NA
50,Asia,Bangladesh,Fat of Buffalo,NA,NA,NA,NA,NA,3.5,NA,2.3,NA,NA
50,Asia,Bangladesh,Fat of Sheep,NA,NA,NA,NA,NA,0.5,NA,3.2,NA,NA
50,Asia,Bangladesh,Fat of Goats,NA,NA,NA,NA,NA,0.5,NA,3.6,NA,NA
50,Asia,Bangladesh,"Cattle Hides, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,10.0,7.7
50,Asia,Bangladesh,"Buffalo Hides, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,30.0,19.0
50,Asia,Bangladesh,"Sheepskins, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,1.4,9.1
50,Asia,Bangladesh,"Goatskins, Fresh",NA,NA,NA,NA,NA,NA,NA,NA,2.0,14.0
52,Americas,Barbados,Cattle,NA,16.0,389.0,194.0,50.0,NA,NA,NA,NA,NA
52,Americas,Barbados,Sheep,NA,24.0,30.0,14.0,46.0,NA,NA,NA,NA,NA
52,Americas,Barbados,Goats,NA,37.0,30.0,14.0,46.0,NA,NA,NA,NA,NA
52,Americas,Barbados,Pigs,NA,136.0,136.0,95.0,69.0,NA,NA,NA,NA,NA
52,Americas,Barbados,Chickens,NA,272.0,1500.0,1223.0,81.0,NA,NA,NA,NA,NA
52,Americas,Barbados,"Offals of Cattle, Edible",NA,NA,NA,NA,NA,23.0,6.0,NA,NA,NA
52,Americas,Barbados,"Offals of Sheep, Edible",NA,NA,NA,NA,NA,3.5,11.0,NA,NA,NA
52,Americas,Barbados,"Offals of Goats, Edible",NA,NA,NA,NA,NA,3.0,10.0,NA,NA,NA
52,Americas,Barbados,"Offals of Pigs, Edible",NA,NA,NA,NA,NA,3.0,2.2,NA,NA,NA
52,Americas,Barbados,Fat of Cattle,NA,NA,NA,NA,NA,5.2,NA,1.3,NA,NA
52,Americas,Barbados,Fat of Sheep,NA,NA,NA,NA,NA,0.5,NA,1.7,NA,NA
